,AM156909.1,FR852584.1,AJ242593.1,FR751545.1,FM163528.1,LN681538.1,HE981739.1,HE858210.2,X60322.1,X60323.1,FN391954.1,V00657.1,AJ251805.1,X96987.2,AJ318471.1,HE611333.2,AM910650.1,HE956711.1,FN667789.1,X14336.1,V01146.1,X52107.1,HG428758.1,LK985321.1,FM887021.1,FM201281.1,FM897211.1,FM201282.1,AJ550635.1,AM084415.1,HE600015.1,AJ270057.1,AM084414.1,FR823298.1,X02139.1,V00604.2,AJ630128.1,FN263372.1,HG818824.1,LN681537.2,LK985322.1,FR667955.1,FR775895.2,HE962497.1,HG796225.1,FN422398.1,FR823450.1,FQ482083.1,FN667788.1,LN681536.1,LN681534.1,HE956707.2,FQ482084.1,FM207411.1,LN681539.1,LN610590.1,AM749441.1,HG531805.1,LN610574.1,LN610572.1,LN681542.1,LR031359.1,HE806280.1,LN610573.1,FQ482086.1,HE608841.1,LN610575.1,LN610576.1,LN681541.1,AJ842011.2,Z18946.1,HE584812.1,FQ312032.1,HE614282.1,HE956709.1,HE614281.1,LN681535.1,AJ536073.2,LN610579.1,HF563658.1,AJ006589.3,HE956708.2,FR725450.1,LN610578.1,AM910651.1,AM265638.1,LN681540.1,HE956710.2,AJ278322.4,X98106.1,FM180578.1,AJ556162.1,HG007973.1,HG380752.1,HG518155.1,AJ550940.2,HE861935.1,HG934470.1,HE956704.1,AJ312240.2,LN610581.1,FR687252.1,FQ482085.1,AJ131519.1,CU468217.1,HG818823.1,X51344.1,LN610582.1,AM183667.1,AM265639.1,HF543949.1,AJ298298.1,HE775250.1,X97918.2,HE983844.1,HG813241.1,FN297812.1,AJ697969.1,HE983845.1,AJ969242.1,HG796219.1,HG796221.1,X80191.1,LN610577.1,HG793132.1,HG796220.1,AJ302074.2,FN422399.1,AM491472.1,HG962375.1,LK392619.1,Z47794.1,X03869.1,AJ505558.1,LN610580.1,HG962376.1,HG315669.1,X15031.1,HG531932.1,V00642.1,FN594518.1,X51522.1,AM040673.1,X99260.1,X58839.1,X07489.1,Y13918.1
X52107.1,9.118935011763707,9.097655452968887,9.033585589053594,9.498494154209217,9.275439271363435,9.779680366397066,9.370106912004832,9.368243381526831,10.90560168941244,11.411729549253115,8.97011286045188,13.225065049422765,7.5875797921367685,10.655928990739946,7.730953398338669,8.54436323510333,8.690574733743775,9.424296837748367,9.641694172577152,8.392514483222433,7.349980929152101,0.0,9.176081521251081,9.934300225194086,9.262140424865107,9.324857264756659,9.302284329021134,9.126753434280543,11.483834801912977,8.107272751422279,9.391690258902306,11.514477718026258,8.094001014602819,8.264344548582045,8.510716961772424,8.143551830085118,8.881888005830294,9.353504591657655,8.345358058016906,9.064302387107084,9.615498052176626,8.182844231449016,9.772322442897433,8.553061695805686,10.159827798259665,10.116218674349554,9.281711529813835,9.559599729984527,9.749171658314525,9.623256740916325,9.188940717765236,9.1490199560611,9.3990150969461,8.709639763149157,9.861640101533348,8.94931327058538,8.628497415598956,9.496077199744642,9.360125993601654,9.673676981046487,9.558905317334228,9.78848938767234,8.904114650074074,9.746576357697801,9.346083183850087,9.30745682460582,9.428631459714907,9.742941111673305,9.582049590442873,9.402086260146907,7.90859376451478,8.95733740129609,9.420526080258265,9.472903999713878,9.818236632087173,9.470402290379528,9.031275174010425,7.856723990326433,9.507524912269902,9.96981746288989,7.9390369604376785,8.859613809562527,9.305493926120233,8.814016735368824,9.470557491390517,8.844317289099202,9.909999638867053,9.734016556956211,8.652546107017319,8.986840808444903,8.972827543367078,8.28736033488676,6.440038020569433,9.927976517502465,8.808275342774294,7.773027690487964,9.64310396605446,8.650479928711443,9.42446218906617,9.854109790015471,11.52696010779241,9.362143145822952,9.304938979196749,8.588044638367139,8.721118240957987,8.078506825461819,10.444897543624228,11.289431421660423,8.570741269990743,8.905849473150207,8.981928326274277,9.27897726804034,8.721997347513367,8.163917932208035,9.071340262627999,9.012179821686246,8.962182350777177,12.844068900110361,9.671478343234696,11.340158965104047,9.80279097214232,9.836045828060703,15.465537773294377,8.907813087180097,9.623619787892432,9.870695476170253,9.997209508391238,9.558867924545323,8.84779076367628,9.702437053727879,10.930721474973064,11.793556081499226,14.659144625609535,9.66712617830932,9.483388729691208,8.815498779430259,7.766617586252726,15.130567836313038,10.089503597422402,14.955353851360535,9.780296260077634,10.207876090600456,8.551600534371014,10.762965615634146,15.371523257843378,16.598223688353254,19.885856258620752
HG428758.1,5.142721948518306,6.4048529868994475,5.521829835336589,3.9162359430296303,5.420419662024728,7.126258144430518,5.771081147244656,5.768808375695384,8.620242608196964,9.621706179804956,6.788569625515183,11.34867948318893,4.976751032114225,7.8607409375524355,4.955622637972341,4.480087819559275,4.213101760440678,6.035810606023737,6.776809669402768,12.163748284948936,4.949909248689609,9.176081521251081,0.0,7.329961014074786,5.459135085632134,5.619551531583034,5.389768239028163,5.472758289024834,11.288046717077233,4.64886174872923,5.782491373731515,11.33380232119181,5.2581803833489955,4.570807804715164,12.09020864017902,11.7736582989876,5.560698813107137,4.642078392112535,4.846997668287977,5.956486767148119,6.714402201261441,4.519822897042196,5.987344480288486,5.339249247004479,7.095858439292887,6.684424607495358,6.469355003446127,6.136591933207191,6.903981246254983,5.5479646083797025,7.095708694408596,4.735008203456235,4.4579208838246105,6.134905242320592,7.104003371998482,5.199689901888219,4.589060615723327,7.210719987366242,4.801086939386807,6.051520534628482,7.096932580697082,6.002187666013106,4.707591137881049,6.15229791126168,4.424928628175199,5.796462417833423,5.840922131332844,6.189832967976501,7.3528047463552015,4.7735031520615765,4.772509799005569,5.596744725219659,5.957997513401068,6.460123447583643,5.9053433202046515,6.44871186877353,5.505643395906994,6.6663286543429825,5.639059101769844,5.805166269692842,5.59377771595274,5.462673323594455,6.117211758770289,4.720722424816171,4.841828435612835,4.373203308197358,7.1666894604038465,5.287116470778139,5.043419050617282,5.107723106341646,5.582640177429294,5.910877265722548,9.36681550233445,6.4860672221222755,4.250187461336543,5.7765700266006625,5.722527330343101,4.793156478498175,5.8815430404243,6.082942754485306,7.854998571927626,4.971708704928753,4.597697244906599,5.29547795385342,5.132321785608663,4.600598434381933,13.275952833307253,7.8959987401804455,4.668794949104078,4.406481196609172,4.940619107135573,6.7703422972152785,5.00939160138424,8.2827336056683,5.1253000310197,4.82373982498243,6.800740025635579,10.020154009755377,6.417325873844653,13.549141832074083,4.69340128057823,5.220959362624397,15.385339112285363,5.24595126890167,4.694220535695391,4.86895244276074,5.688552311901019,5.59776835301666,5.123370432768699,6.281132544455449,7.520326761609949,9.29920758194145,13.795949400630724,4.839334848029751,5.402750620842626,4.952863693525884,9.555084422070104,14.053343313171817,8.277354681383363,14.031368135927275,5.150099830110986,8.361000045723115,10.914723659556838,7.352055815421118,14.846289476657457,15.05151461818133,19.996496265326556
LK985321.1,6.514500923587139,7.203199254531754,4.333749996924511,7.683829489073089,4.497637969088587,1.2187208244888084,7.450853187485506,7.4426033736449355,11.001927925381127,11.964042098210866,4.022287376702978,13.954151010017943,7.025126697444084,9.974349655778916,6.791868118416977,7.773548113092039,6.701073927727206,7.697556161441698,6.23593797719516,11.641751718354403,6.322104171314015,9.934300225194086,7.329961014074786,0.0,7.462601148536645,7.727503514501081,7.426139405578675,7.441978546760576,12.410779393605825,7.17775602145709,7.641920236412993,12.647671421432722,7.737295648966738,7.4603422918024975,12.142249049423093,11.731015533228335,7.0739680767499,8.251185614453401,7.3291727857551825,5.66650711680555,3.188321308861276,6.5965473847139755,8.033378606918003,6.494807207540848,1.2537593430426894,9.68023476333833,6.419247041639437,7.502861460759692,6.418814358965977,4.589654753607482,4.84201572583784,7.717721639838518,7.335267434053785,6.786272853128388,3.1280877173441044,6.887729598619884,6.645783256959284,3.544957041846432,8.426685602586945,8.33726354241648,3.6167260858406394,7.841754850387442,6.115410216588188,8.814729863142347,7.168203791481251,7.355064663372675,8.018864291954054,8.711793889595244,3.41791126674243,5.8658366473344605,6.237325974129423,6.178603628363237,7.444094115686896,4.222568427814911,7.767521092878667,4.20539180267905,4.773903045712802,7.763071507050375,7.744056494020682,5.118654072719353,5.740129683554507,7.108861648560019,5.648715045522627,7.404132544284789,8.477906023049622,7.803737279895775,1.5418141559732272,8.903987967829748,6.5787663852657055,4.521316761045906,5.4231835821766525,5.542986227135912,11.210157320953911,4.423355743418874,6.521109209133481,5.477033054503171,4.5878464568505954,4.81764025737331,3.6271749813407665,3.748109166657747,11.35482340083859,8.363518241138932,5.350797975515113,4.1372487756935055,7.803805263078863,6.6447389774452414,14.012626675981464,11.390745692139136,7.105011448725257,8.026359520462218,7.977220245106266,4.095929714357812,4.78809074871997,8.049834480528206,8.27926809369461,7.420153197716979,3.8995227319232004,12.580244734313563,8.634417572236176,14.226047471793176,7.582472080612481,7.941907262644798,16.866015169297707,5.520834620117793,7.654304219832365,7.62421579566684,4.851227730255708,8.776379841309014,5.186519621836116,9.405549617785491,9.580633539573178,11.257769856880916,14.994622058054096,8.060010126234564,8.733615537933622,7.025801381631118,11.434546630768697,15.963684730602212,8.683248097130221,15.91136490267201,8.243809107889481,8.322256046751146,12.815184123009,7.490591542471173,16.61828945059822,16.24820812068287,18.05933387260504
FM887021.1,3.1724381765139666,4.244643618851227,5.950350229493311,4.072394277534861,6.221346137240437,7.233366828942304,3.0684651371131806,3.073215457573603,7.479387592772012,8.099139860449002,7.221509536234305,9.605920548560057,4.899037799167707,5.561301079313872,5.044356439308877,3.812690422098222,4.014484586850253,3.2187536010247566,5.221218140211454,12.236461280135979,5.66901021005793,9.262140424865107,5.459135085632134,7.462601148536645,0.0,0.7122688996017635,0.5508160181528944,0.7111079661104593,10.898705880395315,4.086367854710639,2.7438707116545067,10.91740002959074,4.489699953345179,4.173907481830476,11.590915481937236,11.466962877331083,3.689861573079902,3.9514797032973252,3.8552417175445717,5.501582052295637,6.980477752129043,5.170851427693891,3.376183610763465,3.9820338142467895,7.052708315416748,4.473168881304401,4.84204336445325,2.7951726108495007,5.24329419234746,5.301125138858086,8.432359571811473,4.694505400735473,4.441664531453678,4.230759876057465,7.8954407669226025,4.443089929774888,3.209519299585418,7.899517172813581,3.909926739023352,3.284985253838481,7.857262951447251,3.609314090902714,4.320476674277705,3.252493620048234,4.594087657291303,4.2664714381873345,3.2478047942476067,3.131043277809726,8.273281219401149,4.224500285029036,4.3580618365273125,5.4217449069724735,2.816215342679778,7.397870504440488,3.0176895513656965,7.371732677699911,5.021277348304324,6.04585899100905,0.9073777932153752,6.004949067048534,5.4502062112037,3.1945354583188776,4.91219683720175,3.663574320852768,4.122804113798935,4.230760606132226,7.153135557332933,3.8105871598612033,3.7473404555868877,5.740698175773046,6.91174983649571,6.972544209442542,8.795869869057698,7.641786102031581,4.51649935307547,5.786008128434953,6.818860950244295,5.8143359236789065,6.260579207214429,6.835220687558165,6.803908852094022,3.811340525349305,4.069930522279231,5.704628690259702,5.449087437232134,4.9326321757709755,12.712851700287212,6.553128987948009,5.376804085936415,3.928829578167455,3.9956916567846283,7.073468356944386,5.815489581712861,7.848879444279641,3.602994557243034,4.415310023106712,6.653718568519762,6.814080925908235,3.1765494225388595,12.963643249628918,5.385255008973486,6.05637369411394,12.591443729823412,4.643957105492328,5.191769845555493,5.602250418289172,6.045518348512723,3.5121559596175693,5.521575796062379,3.8726906666751755,4.960648988264467,6.431726829436841,11.291566518685572,4.466675170835007,4.627097126140417,3.370490481592105,8.724653253019026,11.33333878994656,8.508235369966714,11.272285632932727,5.5052009087695435,8.47123466086052,10.24038500971788,6.179588573578511,12.228605802529932,11.952947791593678,20.318668155764726
FM201281.1,3.3453422021393853,4.463486837427121,6.246235015486029,4.197254717390922,6.514604635758788,7.483726124003803,3.3094789955041626,3.315551031039193,7.4086923162509795,7.959775158677925,7.529973719808642,9.436294567237054,5.031028878852579,5.574705029229176,5.208555670120262,3.8794469576211,4.207664393165459,3.3880698564975233,5.496047519444486,12.311052178587733,5.868062788638939,9.324857264756659,5.619551531583034,7.727503514501081,0.7122688996017635,0.0,0.8053372409973532,0.7967614659009892,10.849646971305496,4.228907587252245,2.917498865838695,10.865147959749933,4.595667368414019,4.344447836497321,11.609455145274351,11.52455261249753,3.8742208963284295,4.03005836802253,3.985987045592027,5.794433468111243,7.273506196078862,5.364938742916895,3.557160053047389,4.21835267002046,7.334803734701508,4.413742810598772,5.092529909514717,2.846743548095304,5.506425426982365,5.588044407216055,8.696291794690127,4.785882934724149,4.585320578201073,4.432588154577132,8.178244810482761,4.509227052966498,3.390709506524746,8.178845713382442,3.9350027670045895,3.3613726381164764,8.156929263860443,3.810619125303512,4.489682402901552,3.2016656378114603,4.764880920949859,4.421962370337418,3.3502416825132952,3.0871708369832835,8.549166559323217,4.441603047617924,4.60440712350169,5.530006021031775,2.9844437608789995,7.694267984521678,3.1696592781285107,7.668309872137829,5.292503608629018,6.214948832614579,0.9211797263516716,6.2735753639098135,5.653401260586869,3.4403185045954054,5.097538593677965,3.7761695741795585,4.173480736690835,4.32634014412631,7.434972743294785,3.8485331724694545,3.8774434871699657,6.020647586527338,7.16472130959848,7.1945933397324655,8.826295398870867,7.927894166360785,4.738339963087958,6.015982005008768,7.125476367840275,6.076713857158619,6.521766190037891,7.105507994651088,6.791446369373542,3.8815144540259325,4.244643228278668,5.992115521064292,5.555263737817934,5.087604268210864,12.716718716092927,6.496556402759679,5.521164101238969,4.040762501920758,4.064758609219751,7.274820474318751,6.083002740566576,7.932266180785358,3.6400038498461607,4.598715165661176,6.900254351304298,6.676058249670269,3.168163074186235,12.999650972094475,5.5463996227528005,6.222966682448946,12.458681272998115,4.916616137851209,5.335067491108062,5.762240049463572,6.327641126022054,3.553247642515376,5.718767475224278,3.851494729203896,4.984369392101787,6.34116049186013,11.202086300881433,4.58194879733075,4.64416804475851,3.4238363146105204,8.740475953862296,11.134181947200577,8.708690724235735,11.12829092912683,5.625883315298307,8.68346361540111,10.193366527811712,6.320661535374598,12.119475678099805,11.839047579463545,20.497234515784566
FM897211.1,3.2848251520015377,4.288039550597919,5.909013861493589,4.042704077890085,6.146872978307364,7.20349658033262,3.154842211761507,3.1589470546433787,7.549740356682645,8.172782999417912,7.19186911581638,9.69263252901566,4.897793890981958,5.66182572486137,5.029618577049332,3.8497428288088784,4.021085281155795,3.301826636105339,5.235102610168584,12.297115408929553,5.629769828820059,9.302284329021134,5.389768239028163,7.426139405578675,0.5508160181528944,0.8053372409973532,0.0,0.7863396349274833,10.911149492302025,4.125563983480117,2.8634849333529386,10.933830771115458,4.540489980106215,4.210324325026357,11.677656698982947,11.549716936749197,3.759390224163254,3.9204498953448206,3.892436242581192,5.522327820596888,6.959263033671303,5.151245100745786,3.4848711560098304,3.9775092226952173,7.01816835589088,4.583453253892762,4.887320563009165,2.968793568108101,5.267199656035788,5.2542348221208135,8.382444688879874,4.661043037550681,4.453049278385289,4.329932462225587,7.856546851560109,4.422046216711353,3.156463238413592,7.881443277588116,3.8814186949194873,3.399939476153091,7.835476025894552,3.643794052559685,4.3113687910280545,3.374514056648528,4.60090611507977,4.325036032782699,3.34751401725794,3.268152051848678,8.243389123480894,4.2457120984690615,4.3534662816079575,5.391217646004106,2.9442059655862804,7.372152108788173,3.1192201868368454,7.347833829407974,5.002367338290889,6.127732961416631,0.9054053569660111,5.962146774231302,5.415032901116044,3.2650242682715334,4.916188786531824,3.7070808853937796,4.087142382264846,4.1917537406891485,7.12412197092935,3.8669696342527113,3.7239161291176894,5.676669566286537,6.8815069140365015,6.943970183483295,8.821160810001778,7.565936910432723,4.500725588592382,5.745654138510227,6.751081361876937,5.756600927453302,6.21491903773221,6.772168171699413,6.863258662747248,3.7821647999895602,3.996074288874186,5.6731087970344625,5.396854160262871,4.9351934224560186,12.788393674115628,6.628402798407462,5.327303778871874,3.9199752465382627,4.024304941773455,7.025174587223184,5.764019800625653,7.819891593577716,3.669671651632872,4.420836444117906,6.59416407982988,6.93148540136336,3.311676873830922,13.020443639394156,5.280574165912473,5.966810557737146,12.736961641789614,4.60259238198031,5.092937929356259,5.500219160798344,5.988028697854105,3.569821308430415,5.467552173155353,3.97221527227474,5.030975332209412,6.531823773025253,11.456314988812977,4.42128760518177,4.6104247292704725,3.332064840349929,8.79530833437517,11.440633205319422,8.45607118417976,11.419626070474946,5.4274296676129605,8.39111957252896,10.307758738170516,6.122702095604175,12.374714814359631,12.063764578211716,20.3076189970858
FM201282.1,3.153676920343198,4.188733832109405,5.911931686840045,4.100275130504463,6.196869577779079,7.191032285257938,3.097149500491161,3.101630140555697,7.33889201078332,7.945158511624807,7.198192602819643,9.53512391861014,4.78235403910691,5.531968076037322,4.937990814539536,3.7784327302304583,3.995133187788329,3.1732560404883676,5.334199634956361,12.192797242241003,5.56669053789362,9.126753434280543,5.472758289024834,7.441978546760576,0.7111079661104593,0.7967614659009892,0.7863396349274833,0.0,10.807518713933325,3.968535340617436,2.8265659227418998,10.82730745024252,4.389928480617477,4.132387225375949,11.536417444092928,11.42250666905119,3.5864501289348283,3.9820592982444767,3.78966992753906,5.485486045781657,6.959851784175176,5.105784212709562,3.454324678437872,3.8862042725432167,7.0413524493843305,4.35086112953801,4.915510133226384,2.8421455467838497,5.36893748610887,5.302989482601584,8.36039309949029,4.634118518164629,4.474947133603754,4.143279795454404,7.883444035492603,4.304985690317809,3.214249600702965,7.892457800338535,3.917965157702757,3.25560439097943,7.811247249800863,3.6214876073903186,4.359972383233724,3.134099621955553,4.6270118859031815,4.223960782756626,3.20499987103276,3.0224429394772194,8.21230280134818,4.238164734072954,4.2613321833427005,5.373771398306817,2.9169188522902623,7.396487761487062,3.0409122682813883,7.368663311489045,5.041409345447001,5.875296230482149,0.8082221098661302,6.04120531384562,5.400458359935652,3.193765666702871,4.834969240500696,3.590014770726573,4.112166591745443,4.221475847766959,7.136760444300586,3.7775372841018875,3.7355636965705243,5.796107267915993,6.903466536139836,6.915249534401993,8.662757200189288,7.670873568633659,4.510072313589505,5.721220750864695,6.842197972778715,5.8173365912644535,6.257716473045292,6.8575097580019495,6.728007595630767,3.773885119189774,4.133798764158266,5.695338877938047,5.317377382575594,4.867752153400859,12.64756424344862,6.490541230477885,5.362622094684489,3.8583139623872484,4.0235681886645835,7.085544234315187,5.827781978421921,7.723255708415792,3.638217256966683,4.420580676082616,6.659796347432664,6.849959888433402,3.194481475234518,12.952687937897077,5.383335719712499,6.073892257289875,12.60142190802115,4.72505845173438,5.179390545106767,5.599877560958867,6.0909720532089295,3.5400481448966303,5.57794438806186,3.8874321711125375,4.952105971589945,6.426129963875246,11.340010469340132,4.517195283259473,4.62819954954681,3.365619818979104,8.614420541497575,11.34023658528165,8.397166334090379,11.301018523536637,5.564770791710406,8.437247968393836,10.17457467862195,6.189838069031506,12.205008550845694,11.983898328015767,20.334475248409117
AJ550635.1,11.148105695058593,11.032144889158028,11.851102769631511,10.991514558424878,12.008735004545835,12.17200179208608,11.189031995014258,11.192560123928592,8.575671882357552,8.183542452440088,12.342363794102134,9.23204160761846,9.299967176075155,11.977103164770172,9.484502171514421,9.649510924115253,10.127550190247337,11.135110042159676,11.318194243916977,14.848127030972554,9.801445475660127,11.483834801912977,11.288046717077233,12.410779393605825,10.898705880395315,10.849646971305496,10.911149492302025,10.807518713933325,0.0,9.884020310395218,10.917815964451755,0.9632627583785563,9.355111959913522,10.044967717417,14.435526880546666,14.543471791694966,10.578745770609013,10.392207871816495,9.91744352480234,11.407700064147374,12.134190563530991,9.969975227571583,11.529873558378586,11.02316590247543,12.321666875093435,11.081929760673814,11.153238138665095,10.888125850442343,11.395364284867734,11.424086791088548,12.38717214410867,10.004174084353336,10.624373655127904,10.52630894101615,12.751822425371678,11.473637740756166,10.87960220510119,12.452739999477211,10.247763998470447,11.444561490517485,12.515329164588778,11.466697229638747,11.745239826870856,11.44063740847814,10.653448378959066,11.257696123098324,11.380925735004125,11.389413957623415,12.717668223642086,11.138367883835105,10.865015466695526,11.690203463632892,11.02691945391381,12.630066697940814,11.266441199866847,12.609105903921309,11.10235450884862,11.334221934904505,10.900268053005181,11.99628836546751,11.575805818854386,10.918437910028404,11.029131105641984,9.87172766179381,10.392155151424104,10.181219648829565,12.256560360088542,10.343090759503012,11.014550407169517,11.848802143544873,12.535146940293385,11.984140328193169,11.925526216493271,12.92742018472636,10.107025342269074,11.45166632020901,12.573542655658313,11.920158991138301,11.696172074826606,12.58897303516561,13.38594644091584,10.224920567141291,11.492209351115752,11.459962652829695,11.862803890731673,9.764998227858806,14.285910301070146,13.105836831279856,9.961681826398369,10.643793413442665,9.8709655074241,12.431408504092557,11.953071941031133,10.413471869666177,9.970949941458494,10.37899277232079,11.80031745457157,12.453515211347831,11.256437936136567,14.504793891343008,11.171020716982715,11.144013437948564,14.903897109606275,11.661328649931471,10.949648503418441,11.212645382826288,12.142080704502725,10.92830853898449,11.509828852370223,10.69105218331687,11.353734023031427,11.511088388154356,14.48118082734452,10.648001494835652,10.031280593354447,10.512197897977602,12.749181608973677,13.643341930012314,11.288141718849408,13.610644190827662,10.53336061458371,13.935280631420744,13.16364134307379,11.59757914615232,15.252721613910886,15.337493927734112,22.469600286336412
AM084415.1,4.075934448808704,4.04433878893261,5.316981326363879,4.023846904765308,5.667226007475784,6.864629152391403,4.047166660582964,4.048906416217438,7.09664173384081,7.85501103488154,6.4984341348746275,9.698387177513943,2.4663485854982055,5.518417236317417,2.5678402215682237,2.936302945724103,3.0815064094536555,4.088573782430092,5.667769155478481,11.282779670319895,3.327246071750823,8.107272751422279,4.64886174872923,7.17775602145709,4.086367854710639,4.228907587252245,4.125563983480117,3.968535340617436,9.884020310395218,0.0,4.101360153265922,9.92451408508413,2.5619412418566467,2.6860072572854756,10.839762156727051,10.609907385110679,3.9816954376990132,3.798773798919033,2.4242910860220763,4.780681974301104,6.5397130486846855,3.185959171012096,4.485585630085838,3.5470382775981992,6.976146273038333,4.71084554731183,4.985625876474999,4.285214262710532,5.747878562100555,4.994683698076221,6.975596509217703,3.459608952980736,3.527945546290694,4.396041214396928,7.42667917004393,5.12020960570646,4.167372151315781,7.162396076972298,3.7603529473667576,4.504237975949218,7.100825119551842,4.377007022314829,4.647761542874105,4.723789420759312,3.659493122539971,4.14857666025035,4.3228156177400106,4.656536719003605,7.430044109986443,4.716609175953451,4.277811129976004,5.989993314252284,4.303933878813622,6.624631677700054,4.411464282898073,6.593516194287123,4.551760991301485,5.001805339005872,4.251745538950962,5.871576229371435,5.633255833414962,3.615792620328375,5.520963216293238,2.9151176325160586,3.915758151265738,3.6385769339037264,6.8569586772461015,3.5214479560973078,4.950366274200289,5.395340466741302,6.584436376389136,6.30584025199305,8.342575011544225,7.228492887590301,3.5333534424533246,5.843358772798706,6.358140410497976,5.473695249772285,6.072945966645082,6.662966640209504,7.43402570701036,3.289032578508752,5.090537806591414,5.195341796217399,5.634500914174696,3.1513324634987523,11.430268898886391,7.304484386742317,3.592605904634826,3.4983698833771033,3.531263659379048,7.2637718861559195,5.602702126396357,6.7578010414543925,3.5082033542279483,3.1631743503677305,6.779660472282583,8.201932426559091,4.7220385708168875,12.080472990541864,4.845877111656771,5.22516847823462,13.012650979282467,5.2527156757940885,4.622181485999591,5.018788723477159,6.0491194313395225,4.043183489432869,5.492145226449149,4.4757317771024985,5.857681155614763,7.205421513951788,12.033899945372465,4.235767703946201,4.306715564811575,4.360435453982945,8.388416088118051,12.175698717498646,7.811813358618613,11.939298781231127,4.867347559754719,8.40135850624439,10.537228012620107,6.704008722172975,13.020597086781775,13.222677411616557,20.172589114948952
HE600015.1,3.4621635836090827,3.471041240985199,6.23782650183053,4.689597140399192,6.522933238760491,7.472996484760099,1.931360129630497,1.9337672497033898,7.289677573831821,8.007075741043037,7.410350889912652,9.403556819442366,4.883788319520815,5.126899146059024,5.083400288494824,3.8447248846946165,3.903185457376549,2.179500444809502,4.224571843488341,12.346731135980772,5.734670409256608,9.391690258902306,5.782491373731515,7.641920236412993,2.7438707116545067,2.917498865838695,2.8634849333529386,2.8265659227418998,10.917815964451755,4.101360153265922,0.0,10.906169271808258,4.327397610447656,4.273902503369758,11.604488721595704,11.433355540075373,3.2752967896426637,4.26209728810496,3.855296742983859,4.809117575722976,7.091111608844755,5.241948811189304,2.7910854938477168,3.8901906594310636,7.256474016833143,4.005555835805057,3.8091256936831606,2.210537012054645,4.209600065913298,5.2480472375538305,8.528156042803696,4.705642073200084,4.210075469760709,3.8319191225031664,8.160548219836038,5.4181542210821965,3.8097202092604645,7.975972330099732,4.334659417071965,3.021101505189975,7.963598468920567,2.9541363061758834,4.972866462112949,3.3191136167445285,4.321956936038123,3.588489486494467,3.05196766770391,3.1067378651227044,8.428574719535282,4.584509110863747,4.718020035880618,6.441238006270845,1.407756934413133,7.521457914376665,1.8492841476529713,7.49755770733759,4.933527815501927,5.799013011877728,2.859023150679593,6.434891313986887,5.984679117846172,2.207837215017748,5.466701730511988,3.456292423699633,4.37441278047492,4.560672580439231,7.320054276628641,3.8269359681148254,4.3328212553651815,5.995275821705698,7.2628994719868345,7.297650201571951,8.94232801817167,7.943231221246643,4.35996599312794,6.292081253478479,7.115974028933511,6.36016336666934,6.631441595086081,7.150078223133189,6.728444561131115,3.998495706765377,4.979546930456196,5.647974890503696,6.10251973108915,4.962656202759565,12.387248644744808,6.4568816333151515,5.312358472562318,4.232356246132316,3.8073813348955228,7.6689024036473645,6.395940279474084,8.010938159852074,3.404837127057197,4.487078901079887,7.245320206086361,5.9489618386231555,2.8148952047290723,12.765405184773504,5.6893642553735395,6.2710661564551256,11.992990313881265,5.004222958091393,5.474711445109291,5.902243094416987,6.5342080957210475,3.1273371282362468,5.912808602273533,3.4251900527863315,4.29000997426922,5.82689774523759,10.969630217921924,4.656058269972929,4.8138905815342605,4.184928423717253,8.746302048403466,11.168280950138373,7.94705185920956,10.935189182274268,5.509602290348071,8.30843342194148,10.447710709377134,5.945723858767517,11.410019554048652,11.567107455892536,20.28062359547987
